date,product_id,units_sold,unit_price,current_stock,lead_time_days
2025-10-31,B-205 Cooking Oil 1L,130,180,561,5
2025-11-01,B-205 Cooking Oil 1L,60,180,561,5
2025-11-02,B-205 Cooking Oil 1L,79,180,561,5
2025-11-03,B-205 Cooking Oil 1L,92,180,561,5
2025-11-04,B-205 Cooking Oil 1L,103,180,561,5
2025-11-05,B-205 Cooking Oil 1L,99,180,561,5
2025-11-06,B-205 Cooking Oil 1L,68,180,561,5
2025-11-07,B-205 Cooking Oil 1L,57,180,561,5
2025-11-08,B-205 Cooking Oil 1L,53,180,561,5
2025-11-09,B-205 Cooking Oil 1L,71,180,561,5
2025-11-10,B-205 Cooking Oil 1L,99,180,561,5
2025-11-11,B-205 Cooking Oil 1L,97,180,561,5
2025-11-12,B-205 Cooking Oil 1L,76,180,561,5
2025-11-13,B-205 Cooking Oil 1L,68,180,561,5
2025-11-14,B-205 Cooking Oil 1L,62,180,561,5
2025-11-15,B-205 Cooking Oil 1L,69,180,561,5
2025-11-16,B-205 Cooking Oil 1L,73,180,561,5
2025-11-17,B-205 Cooking Oil 1L,89,180,561,5
2025-11-18,B-205 Cooking Oil 1L,74,180,561,5
2025-11-19,B-205 Cooking Oil 1L,74,180,561,5
2025-11-20,B-205 Cooking Oil 1L,84,180,561,5
2025-11-21,B-205 Cooking Oil 1L,45,180,561,5
2025-11-22,B-205 Cooking Oil 1L,62,180,561,5
2025-11-23,B-205 Cooking Oil 1L,12,180,561,5
2025-11-24,B-205 Cooking Oil 1L,13,180,561,5
2025-11-25,B-205 Cooking Oil 1L,85,180,561,5
2025-11-26,B-205 Cooking Oil 1L,84,180,561,5
2025-11-27,B-205 Cooking Oil 1L,70,180,561,5
2025-11-28,B-205 Cooking Oil 1L,60,180,561,5
2025-11-29,B-205 Cooking Oil 1L,50,180,561,5
2025-11-30,B-205 Cooking Oil 1L,76,180,561,5
2025-12-01,B-205 Cooking Oil 1L,81,180,561,5
2025-12-02,B-205 Cooking Oil 1L,88,180,561,5
2025-12-03,B-205 Cooking Oil 1L,87,180,561,5
2025-12-04,B-205 Cooking Oil 1L,75,180,561,5
2025-12-05,B-205 Cooking Oil 1L,67,180,561,5
2025-12-06,B-205 Cooking Oil 1L,60,180,561,5
2025-12-07,B-205 Cooking Oil 1L,86,180,561,5
2025-12-08,B-205 Cooking Oil 1L,103,180,561,5
2025-12-09,B-205 Cooking Oil 1L,106,180,561,5
2025-12-10,B-205 Cooking Oil 1L,98,180,561,5
2025-12-11,B-205 Cooking Oil 1L,68,180,561,5
2025-12-12,B-205 Cooking Oil 1L,59,180,561,5
2025-12-13,B-205 Cooking Oil 1L,70,180,561,5
2025-12-14,B-205 Cooking Oil 1L,64,180,561,5
2025-12-15,B-205 Cooking Oil 1L,92,180,561,5
2025-12-16,B-205 Cooking Oil 1L,87,180,561,5
2025-12-17,B-205 Cooking Oil 1L,80,180,561,5
2025-12-18,B-205 Cooking Oil 1L,55,180,561,5
2025-12-19,B-205 Cooking Oil 1L,54,180,561,5
2025-12-20,B-205 Cooking Oil 1L,63,180,561,5
2025-12-21,B-205 Cooking Oil 1L,85,180,561,5
2025-12-22,B-205 Cooking Oil 1L,101,180,561,5
2025-12-23,B-205 Cooking Oil 1L,92,180,561,5
2025-12-24,B-205 Cooking Oil 1L,82,180,561,5
2025-12-25,B-205 Cooking Oil 1L,63,180,561,5
2025-12-26,B-205 Cooking Oil 1L,63,180,561,5
2025-12-27,B-205 Cooking Oil 1L,62,180,561,5
2025-12-28,B-205 Cooking Oil 1L,83,180,561,5
2025-12-29,B-205 Cooking Oil 1L,109,180,561,5
2025-12-30,B-205 Cooking Oil 1L,93,180,561,5
2025-12-31,B-205 Cooking Oil 1L,69,180,561,5
2026-01-01,B-205 Cooking Oil 1L,63,180,561,5
2026-01-02,B-205 Cooking Oil 1L,50,180,561,5
2026-01-03,B-205 Cooking Oil 1L,55,180,561,5
2026-01-04,B-205 Cooking Oil 1L,90,180,561,5
2026-01-05,B-205 Cooking Oil 1L,93,180,561,5
2026-01-06,B-205 Cooking Oil 1L,77,180,561,5
2026-01-07,B-205 Cooking Oil 1L,92,180,561,5
2026-01-08,B-205 Cooking Oil 1L,81,180,561,5
2026-01-09,B-205 Cooking Oil 1L,58,180,561,5
2026-01-10,B-205 Cooking Oil 1L,59,180,561,5
2026-01-11,B-205 Cooking Oil 1L,75,180,561,5
2026-01-12,B-205 Cooking Oil 1L,95,180,561,5
2026-01-13,B-205 Cooking Oil 1L,102,180,561,5
2026-01-14,B-205 Cooking Oil 1L,98,180,561,5
2026-01-15,B-205 Cooking Oil 1L,81,180,561,5
2026-01-16,B-205 Cooking Oil 1L,70,180,561,5
2026-01-17,B-205 Cooking Oil 1L,76,180,561,5
2026-01-18,B-205 Cooking Oil 1L,85,180,561,5
2026-01-19,B-205 Cooking Oil 1L,75,180,561,5
2026-01-20,B-205 Cooking Oil 1L,94,180,561,5
2026-01-21,B-205 Cooking Oil 1L,90,180,561,5
2026-01-22,B-205 Cooking Oil 1L,68,180,561,5
2026-01-23,B-205 Cooking Oil 1L,69,180,561,5
2026-01-24,B-205 Cooking Oil 1L,153,180,561,5
2026-01-25,B-205 Cooking Oil 1L,172,180,561,5
2026-01-26,B-205 Cooking Oil 1L,267,180,561,5
2026-01-27,B-205 Cooking Oil 1L,105,180,561,5
2026-01-28,B-205 Cooking Oil 1L,90,180,561,5
2026-01-29,B-205 Cooking Oil 1L,81,180,561,5
2026-01-30,B-205 Cooking Oil 1L,71,180,561,5
2026-01-31,B-205 Cooking Oil 1L,70,180,561,5
2026-02-01,B-205 Cooking Oil 1L,57,180,561,5
2026-02-02,B-205 Cooking Oil 1L,87,180,561,5
2026-02-03,B-205 Cooking Oil 1L,93,180,561,5
2026-02-04,B-205 Cooking Oil 1L,79,180,561,5
2026-02-05,B-205 Cooking Oil 1L,75,180,561,5
2026-02-06,B-205 Cooking Oil 1L,73,180,561,5
2026-02-07,B-205 Cooking Oil 1L,64,180,561,5
2026-02-08,B-205 Cooking Oil 1L,71,180,561,5
2026-02-09,B-205 Cooking Oil 1L,120,180,561,5
2026-02-10,B-205 Cooking Oil 1L,95,180,561,5
2026-02-11,B-205 Cooking Oil 1L,77,180,561,5
2026-02-12,B-205 Cooking Oil 1L,77,180,561,5
2026-02-13,B-205 Cooking Oil 1L,69,180,561,5
2026-02-14,B-205 Cooking Oil 1L,63,180,561,5
2026-02-15,B-205 Cooking Oil 1L,91,180,561,5
2026-02-16,B-205 Cooking Oil 1L,92,180,561,5
2026-02-17,B-205 Cooking Oil 1L,91,180,561,5
2026-02-18,B-205 Cooking Oil 1L,94,180,561,5
2026-02-19,B-205 Cooking Oil 1L,83,180,561,5
2026-02-20,B-205 Cooking Oil 1L,61,180,561,5
2026-02-21,B-205 Cooking Oil 1L,73,180,561,5
2026-02-22,B-205 Cooking Oil 1L,84,180,561,5
2026-02-23,B-205 Cooking Oil 1L,134,180,561,5
2026-02-24,B-205 Cooking Oil 1L,95,180,561,5
2026-02-25,B-205 Cooking Oil 1L,109,180,561,5
2026-02-26,B-205 Cooking Oil 1L,77,180,561,5
2026-02-27,B-205 Cooking Oil 1L,67,180,561,5
2026-02-28,B-205 Cooking Oil 1L,78,180,561,5
2026-03-01,B-205 Cooking Oil 1L,96,180,561,5
2026-03-02,B-205 Cooking Oil 1L,117,180,561,5
2026-03-03,B-205 Cooking Oil 1L,110,180,561,5
2026-03-04,B-205 Cooking Oil 1L,89,180,561,5
2026-03-05,B-205 Cooking Oil 1L,74,180,561,5
2026-03-06,B-205 Cooking Oil 1L,73,180,561,5
2026-03-07,B-205 Cooking Oil 1L,78,180,561,5
2026-03-08,B-205 Cooking Oil 1L,103,180,561,5
2026-03-09,B-205 Cooking Oil 1L,109,180,561,5
2026-03-10,B-205 Cooking Oil 1L,121,180,561,5
2026-03-11,B-205 Cooking Oil 1L,115,180,561,5
2026-03-12,B-205 Cooking Oil 1L,82,180,561,5
2026-03-13,B-205 Cooking Oil 1L,58,180,561,5
2026-03-14,B-205 Cooking Oil 1L,64,180,561,5
2026-03-15,B-205 Cooking Oil 1L,74,180,561,5
2026-03-16,B-205 Cooking Oil 1L,126,180,561,5
2026-03-17,B-205 Cooking Oil 1L,99,180,561,5
2026-03-18,B-205 Cooking Oil 1L,114,180,561,5
2026-03-19,B-205 Cooking Oil 1L,88,180,561,5
2026-03-20,B-205 Cooking Oil 1L,86,180,561,5
2026-03-21,B-205 Cooking Oil 1L,85,180,561,5
2026-03-22,B-205 Cooking Oil 1L,91,180,561,5
2026-03-23,B-205 Cooking Oil 1L,105,180,561,5
2026-03-24,B-205 Cooking Oil 1L,113,180,561,5
2026-03-25,B-205 Cooking Oil 1L,103,180,561,5
2026-03-26,B-205 Cooking Oil 1L,78,180,561,5
2026-03-27,B-205 Cooking Oil 1L,73,180,561,5
2026-03-28,B-205 Cooking Oil 1L,92,180,561,5
2026-03-29,B-205 Cooking Oil 1L,74,180,561,5
2026-03-30,B-205 Cooking Oil 1L,113,180,561,5
2026-03-31,B-205 Cooking Oil 1L,102,180,561,5
2026-04-01,B-205 Cooking Oil 1L,105,180,561,5
2026-04-02,B-205 Cooking Oil 1L,94,180,561,5
2026-04-03,B-205 Cooking Oil 1L,74,180,561,5
2026-04-04,B-205 Cooking Oil 1L,86,180,561,5
2026-04-05,B-205 Cooking Oil 1L,77,180,561,5
2026-04-06,B-205 Cooking Oil 1L,127,180,561,5
2026-04-07,B-205 Cooking Oil 1L,108,180,561,5
2026-04-08,B-205 Cooking Oil 1L,113,180,561,5
2026-04-09,B-205 Cooking Oil 1L,89,180,561,5
2026-04-10,B-205 Cooking Oil 1L,52,180,561,5
2026-04-11,B-205 Cooking Oil 1L,73,180,561,5
2026-04-12,B-205 Cooking Oil 1L,99,180,561,5
2026-04-13,B-205 Cooking Oil 1L,135,180,561,5
2026-04-14,B-205 Cooking Oil 1L,122,180,561,5
2026-04-15,B-205 Cooking Oil 1L,110,180,561,5
2026-04-16,B-205 Cooking Oil 1L,73,180,561,5
2026-04-17,B-205 Cooking Oil 1L,90,180,561,5
2026-04-18,B-205 Cooking Oil 1L,99,180,561,5
2026-04-19,B-205 Cooking Oil 1L,99,180,561,5
2026-04-20,B-205 Cooking Oil 1L,112,180,561,5
2026-04-21,B-205 Cooking Oil 1L,97,180,561,5
2026-04-22,B-205 Cooking Oil 1L,120,180,561,5
2026-04-23,B-205 Cooking Oil 1L,119,180,561,5
2026-04-24,B-205 Cooking Oil 1L,85,180,561,5
2026-04-25,B-205 Cooking Oil 1L,95,180,561,5
2026-04-26,B-205 Cooking Oil 1L,106,180,561,5
2026-04-27,B-205 Cooking Oil 1L,103,180,561,5
2026-04-28,B-205 Cooking Oil 1L,141,180,561,5
2026-04-29,B-205 Cooking Oil 1L,94,180,561,5
2026-04-30,B-205 Cooking Oil 1L,89,180,561,5
2026-05-01,B-205 Cooking Oil 1L,82,180,561,5
2026-05-02,B-205 Cooking Oil 1L,92,180,561,5
2026-05-03,B-205 Cooking Oil 1L,106,180,561,5
2026-05-04,B-205 Cooking Oil 1L,124,180,561,5
2026-05-05,B-205 Cooking Oil 1L,112,180,561,5
2026-05-06,B-205 Cooking Oil 1L,94,180,561,5
2026-05-07,B-205 Cooking Oil 1L,93,180,561,5
2026-05-08,B-205 Cooking Oil 1L,73,180,561,5
2026-05-09,B-205 Cooking Oil 1L,71,180,561,5
2026-05-10,B-205 Cooking Oil 1L,87,180,561,5
2026-05-11,B-205 Cooking Oil 1L,113,180,561,5
2026-05-12,B-205 Cooking Oil 1L,97,180,561,5
2026-05-13,B-205 Cooking Oil 1L,95,180,561,5
2026-05-14,B-205 Cooking Oil 1L,75,180,561,5
2026-05-15,B-205 Cooking Oil 1L,83,180,561,5
2026-05-16,B-205 Cooking Oil 1L,90,180,561,5
2026-05-17,B-205 Cooking Oil 1L,128,180,561,5
2026-05-18,B-205 Cooking Oil 1L,100,180,561,5
2026-05-19,B-205 Cooking Oil 1L,116,180,561,5
2026-05-20,B-205 Cooking Oil 1L,126,180,561,5
2026-05-21,B-205 Cooking Oil 1L,92,180,561,5
2026-05-22,B-205 Cooking Oil 1L,79,180,561,5
2026-05-23,B-205 Cooking Oil 1L,104,180,561,5
2026-05-24,B-205 Cooking Oil 1L,100,180,561,5
2026-05-25,B-205 Cooking Oil 1L,106,180,561,5
2026-05-26,B-205 Cooking Oil 1L,107,180,561,5
2026-05-27,B-205 Cooking Oil 1L,119,180,561,5
2026-05-28,B-205 Cooking Oil 1L,98,180,561,5
2026-05-29,B-205 Cooking Oil 1L,69,180,561,5
2026-05-30,B-205 Cooking Oil 1L,77,180,561,5
2026-05-31,B-205 Cooking Oil 1L,112,180,561,5
2026-06-01,B-205 Cooking Oil 1L,132,180,561,5
2026-06-02,B-205 Cooking Oil 1L,118,180,561,5
2026-06-03,B-205 Cooking Oil 1L,124,180,561,5
2026-06-04,B-205 Cooking Oil 1L,102,180,561,5
2026-06-05,B-205 Cooking Oil 1L,65,180,561,5
2026-06-06,B-205 Cooking Oil 1L,249,180,561,5
2026-06-07,B-205 Cooking Oil 1L,329,180,561,5
2026-06-08,B-205 Cooking Oil 1L,342,180,561,5
2026-06-09,B-205 Cooking Oil 1L,96,180,561,5
2026-06-10,B-205 Cooking Oil 1L,112,180,561,5
2026-06-11,B-205 Cooking Oil 1L,105,180,561,5
2026-06-12,B-205 Cooking Oil 1L,99,180,561,5
2026-06-13,B-205 Cooking Oil 1L,65,180,561,5
2026-06-14,B-205 Cooking Oil 1L,139,180,561,5
2026-06-15,B-205 Cooking Oil 1L,108,180,561,5
2026-06-16,B-205 Cooking Oil 1L,144,180,561,5
2026-06-17,B-205 Cooking Oil 1L,134,180,561,5
2026-06-18,B-205 Cooking Oil 1L,107,180,561,5
2026-06-19,B-205 Cooking Oil 1L,85,180,561,5
2026-06-20,B-205 Cooking Oil 1L,76,180,561,5
2026-06-21,B-205 Cooking Oil 1L,15,180,561,5
2026-06-22,B-205 Cooking Oil 1L,15,180,561,5
2026-06-23,B-205 Cooking Oil 1L,90,180,561,5
2026-06-24,B-205 Cooking Oil 1L,156,180,561,5
2026-06-25,B-205 Cooking Oil 1L,104,180,561,5
2026-06-26,B-205 Cooking Oil 1L,102,180,561,5
2026-06-27,B-205 Cooking Oil 1L,78,180,561,5
2026-06-28,B-205 Cooking Oil 1L,125,180,561,5
2026-06-29,B-205 Cooking Oil 1L,148,180,561,5
2026-06-30,B-205 Cooking Oil 1L,153,180,561,5
2026-07-01,B-205 Cooking Oil 1L,116,180,561,5
2026-07-02,B-205 Cooking Oil 1L,82,180,561,5
2026-07-03,B-205 Cooking Oil 1L,82,180,561,5
2026-07-04,B-205 Cooking Oil 1L,65,180,561,5
2026-07-05,B-205 Cooking Oil 1L,84,180,561,5
2026-07-06,B-205 Cooking Oil 1L,126,180,561,5
2026-07-07,B-205 Cooking Oil 1L,113,180,561,5
2026-07-08,B-205 Cooking Oil 1L,114,180,561,5
2026-07-09,B-205 Cooking Oil 1L,94,180,561,5
2026-07-10,B-205 Cooking Oil 1L,102,180,561,5
2026-07-11,B-205 Cooking Oil 1L,101,180,561,5
2026-07-12,B-205 Cooking Oil 1L,105,180,561,5
2026-07-13,B-205 Cooking Oil 1L,142,180,561,5
2026-07-14,B-205 Cooking Oil 1L,116,180,561,5
2026-07-15,B-205 Cooking Oil 1L,111,180,561,5
2026-07-16,B-205 Cooking Oil 1L,106,180,561,5
2026-07-17,B-205 Cooking Oil 1L,70,180,561,5
2026-07-18,B-205 Cooking Oil 1L,84,180,561,5
2026-07-19,B-205 Cooking Oil 1L,88,180,561,5
2026-07-20,B-205 Cooking Oil 1L,125,180,561,5
2026-07-21,B-205 Cooking Oil 1L,152,180,561,5
2026-07-22,B-205 Cooking Oil 1L,104,180,561,5
2026-07-23,B-205 Cooking Oil 1L,97,180,561,5
2026-07-24,B-205 Cooking Oil 1L,73,180,561,5
2026-07-25,B-205 Cooking Oil 1L,74,180,561,5
2026-07-26,B-205 Cooking Oil 1L,89,180,561,5
2026-07-27,B-205 Cooking Oil 1L,143,180,561,5
2026-07-28,B-205 Cooking Oil 1L,162,180,561,5
2026-07-29,B-205 Cooking Oil 1L,120,180,561,5
2026-07-30,B-205 Cooking Oil 1L,86,180,561,5
2026-07-31,B-205 Cooking Oil 1L,88,180,561,5
2026-08-01,B-205 Cooking Oil 1L,82,180,561,5
2026-08-02,B-205 Cooking Oil 1L,113,180,561,5
2026-08-03,B-205 Cooking Oil 1L,125,180,561,5
2026-08-04,B-205 Cooking Oil 1L,129,180,561,5
2026-08-05,B-205 Cooking Oil 1L,121,180,561,5
2026-08-06,B-205 Cooking Oil 1L,86,180,561,5
2026-08-07,B-205 Cooking Oil 1L,77,180,561,5
2026-08-08,B-205 Cooking Oil 1L,67,180,561,5
2026-08-09,B-205 Cooking Oil 1L,97,180,561,5
2026-08-10,B-205 Cooking Oil 1L,99,180,561,5
2026-08-11,B-205 Cooking Oil 1L,122,180,561,5
2026-08-12,B-205 Cooking Oil 1L,99,180,561,5
2026-08-13,B-205 Cooking Oil 1L,93,180,561,5
2026-08-14,B-205 Cooking Oil 1L,84,180,561,5
2026-08-15,B-205 Cooking Oil 1L,69,180,561,5
2026-08-16,B-205 Cooking Oil 1L,91,180,561,5
2026-08-17,B-205 Cooking Oil 1L,105,180,561,5
2026-08-18,B-205 Cooking Oil 1L,133,180,561,5
2026-08-19,B-205 Cooking Oil 1L,132,180,561,5
2026-08-20,B-205 Cooking Oil 1L,100,180,561,5
2026-08-21,B-205 Cooking Oil 1L,75,180,561,5
2026-08-22,B-205 Cooking Oil 1L,97,180,561,5
2026-08-23,B-205 Cooking Oil 1L,81,180,561,5
2026-08-24,B-205 Cooking Oil 1L,137,180,561,5
2026-08-25,B-205 Cooking Oil 1L,111,180,561,5
2026-08-26,B-205 Cooking Oil 1L,72,180,561,5
2026-08-27,B-205 Cooking Oil 1L,118,180,561,5
2026-08-28,B-205 Cooking Oil 1L,92,180,561,5
2026-08-29,B-205 Cooking Oil 1L,71,180,561,5
2026-08-30,B-205 Cooking Oil 1L,100,180,561,5
2026-08-31,B-205 Cooking Oil 1L,112,180,561,5
2026-09-01,B-205 Cooking Oil 1L,120,180,561,5
2026-09-02,B-205 Cooking Oil 1L,88,180,561,5
2026-09-03,B-205 Cooking Oil 1L,81,180,561,5
2026-09-04,B-205 Cooking Oil 1L,80,180,561,5
2026-09-05,B-205 Cooking Oil 1L,82,180,561,5
2026-09-06,B-205 Cooking Oil 1L,110,180,561,5
2026-09-07,B-205 Cooking Oil 1L,114,180,561,5
2026-09-08,B-205 Cooking Oil 1L,150,180,561,5
2026-09-09,B-205 Cooking Oil 1L,96,180,561,5
2026-09-10,B-205 Cooking Oil 1L,89,180,561,5
2026-09-11,B-205 Cooking Oil 1L,58,180,561,5
2026-09-12,B-205 Cooking Oil 1L,67,180,561,5
2026-09-13,B-205 Cooking Oil 1L,110,180,561,5
2026-09-14,B-205 Cooking Oil 1L,99,180,561,5
2026-09-15,B-205 Cooking Oil 1L,122,180,561,5
2026-09-16,B-205 Cooking Oil 1L,103,180,561,5
2026-09-17,B-205 Cooking Oil 1L,74,180,561,5
2024-09-18,C-312 Winter Jacket,38,1899,394,21
2024-09-19,C-312 Winter Jacket,35,1899,394,21
2024-09-20,C-312 Winter Jacket,32,1899,394,21
2024-09-21,C-312 Winter Jacket,37,1899,394,21
2024-09-22,C-312 Winter Jacket,36,1899,394,21
2024-09-23,C-312 Winter Jacket,41,1899,394,21
2024-09-24,C-312 Winter Jacket,36,1899,394,21
2024-09-25,C-312 Winter Jacket,46,1899,394,21
2024-09-26,C-312 Winter Jacket,35,1899,394,21
2024-09-27,C-312 Winter Jacket,36,1899,394,21
2024-09-28,C-312 Winter Jacket,33,1899,394,21
2024-09-29,C-312 Winter Jacket,40,1899,394,21
2024-09-30,C-312 Winter Jacket,36,1899,394,21
2024-10-01,C-312 Winter Jacket,40,1899,394,21
2024-10-02,C-312 Winter Jacket,45,1899,394,21
2024-10-03,C-312 Winter Jacket,25,1899,394,21
2024-10-04,C-312 Winter Jacket,30,1899,394,21
2024-10-05,C-312 Winter Jacket,32,1899,394,21
2024-10-06,C-312 Winter Jacket,31,1899,394,21
2024-10-07,C-312 Winter Jacket,35,1899,394,21
2024-10-08,C-312 Winter Jacket,38,1899,394,21
2024-10-09,C-312 Winter Jacket,27,1899,394,21
2024-10-10,C-312 Winter Jacket,27,1899,394,21
2024-10-11,C-312 Winter Jacket,20,1899,394,21
2024-10-12,C-312 Winter Jacket,21,1899,394,21
2024-10-13,C-312 Winter Jacket,24,1899,394,21
2024-10-14,C-312 Winter Jacket,28,1899,394,21
2024-10-15,C-312 Winter Jacket,29,1899,394,21
2024-10-16,C-312 Winter Jacket,27,1899,394,21
2024-10-17,C-312 Winter Jacket,18,1899,394,21
2024-10-18,C-312 Winter Jacket,24,1899,394,21
2024-10-19,C-312 Winter Jacket,36,1899,394,21
2024-10-20,C-312 Winter Jacket,38,1899,394,21
2024-10-21,C-312 Winter Jacket,37,1899,394,21
2024-10-22,C-312 Winter Jacket,38,1899,394,21
2024-10-23,C-312 Winter Jacket,37,1899,394,21
2024-10-24,C-312 Winter Jacket,31,1899,394,21
2024-10-25,C-312 Winter Jacket,21,1899,394,21
2024-10-26,C-312 Winter Jacket,29,1899,394,21
2024-10-27,C-312 Winter Jacket,40,1899,394,21
2024-10-28,C-312 Winter Jacket,25,1899,394,21
2024-10-29,C-312 Winter Jacket,36,1899,394,21
2024-10-30,C-312 Winter Jacket,31,1899,394,21
2024-10-31,C-312 Winter Jacket,25,1899,394,21
2024-11-01,C-312 Winter Jacket,16,1899,394,21
2024-11-02,C-312 Winter Jacket,12,1899,394,21
2024-11-03,C-312 Winter Jacket,16,1899,394,21
2024-11-04,C-312 Winter Jacket,20,1899,394,21
2024-11-05,C-312 Winter Jacket,16,1899,394,21
2024-11-06,C-312 Winter Jacket,14,1899,394,21
2024-11-07,C-312 Winter Jacket,13,1899,394,21
2024-11-08,C-312 Winter Jacket,11,1899,394,21
2024-11-09,C-312 Winter Jacket,14,1899,394,21
2024-11-10,C-312 Winter Jacket,11,1899,394,21
2024-11-11,C-312 Winter Jacket,15,1899,394,21
2024-11-12,C-312 Winter Jacket,12,1899,394,21
2024-11-13,C-312 Winter Jacket,14,1899,394,21
2024-11-14,C-312 Winter Jacket,11,1899,394,21
2024-11-15,C-312 Winter Jacket,6,1899,394,21
2024-11-16,C-312 Winter Jacket,10,1899,394,21
2024-11-17,C-312 Winter Jacket,9,1899,394,21
2024-11-18,C-312 Winter Jacket,11,1899,394,21
2024-11-19,C-312 Winter Jacket,14,1899,394,21
2024-11-20,C-312 Winter Jacket,9,1899,394,21
2024-11-21,C-312 Winter Jacket,8,1899,394,21
2024-11-22,C-312 Winter Jacket,9,1899,394,21
2024-11-23,C-312 Winter Jacket,8,1899,394,21
2024-11-24,C-312 Winter Jacket,10,1899,394,21
2024-11-25,C-312 Winter Jacket,10,1899,394,21
2024-11-26,C-312 Winter Jacket,8,1899,394,21
2024-11-27,C-312 Winter Jacket,8,1899,394,21
2024-11-28,C-312 Winter Jacket,8,1899,394,21
2024-11-29,C-312 Winter Jacket,7,1899,394,21
2024-11-30,C-312 Winter Jacket,7,1899,394,21
2024-12-01,C-312 Winter Jacket,7,1899,394,21
2024-12-02,C-312 Winter Jacket,8,1899,394,21
2024-12-03,C-312 Winter Jacket,7,1899,394,21
2024-12-04,C-312 Winter Jacket,9,1899,394,21
2024-12-05,C-312 Winter Jacket,6,1899,394,21
2024-12-06,C-312 Winter Jacket,5,1899,394,21
2024-12-07,C-312 Winter Jacket,5,1899,394,21
2024-12-08,C-312 Winter Jacket,7,1899,394,21
2024-12-09,C-312 Winter Jacket,7,1899,394,21
2024-12-10,C-312 Winter Jacket,7,1899,394,21
2024-12-11,C-312 Winter Jacket,6,1899,394,21
2024-12-12,C-312 Winter Jacket,6,1899,394,21
2024-12-13,C-312 Winter Jacket,4,1899,394,21
2024-12-14,C-312 Winter Jacket,4,1899,394,21
2024-12-15,C-312 Winter Jacket,6,1899,394,21
2024-12-16,C-312 Winter Jacket,6,1899,394,21
2024-12-17,C-312 Winter Jacket,7,1899,394,21
2024-12-18,C-312 Winter Jacket,7,1899,394,21
2024-12-19,C-312 Winter Jacket,6,1899,394,21
2024-12-20,C-312 Winter Jacket,5,1899,394,21
2024-12-21,C-312 Winter Jacket,6,1899,394,21
2024-12-22,C-312 Winter Jacket,6,1899,394,21
2024-12-23,C-312 Winter Jacket,6,1899,394,21
2024-12-24,C-312 Winter Jacket,7,1899,394,21
2024-12-25,C-312 Winter Jacket,6,1899,394,21
2024-12-26,C-312 Winter Jacket,5,1899,394,21
2024-12-27,C-312 Winter Jacket,5,1899,394,21
2024-12-28,C-312 Winter Jacket,5,1899,394,21
2024-12-29,C-312 Winter Jacket,5,1899,394,21
2024-12-30,C-312 Winter Jacket,7,1899,394,21
2024-12-31,C-312 Winter Jacket,7,1899,394,21
2025-01-01,C-312 Winter Jacket,6,1899,394,21
2025-01-02,C-312 Winter Jacket,5,1899,394,21
2025-01-03,C-312 Winter Jacket,5,1899,394,21
2025-01-04,C-312 Winter Jacket,6,1899,394,21
2025-01-05,C-312 Winter Jacket,7,1899,394,21
2025-01-06,C-312 Winter Jacket,7,1899,394,21
2025-01-07,C-312 Winter Jacket,9,1899,394,21
2025-01-08,C-312 Winter Jacket,7,1899,394,21
2025-01-09,C-312 Winter Jacket,7,1899,394,21
2025-01-10,C-312 Winter Jacket,8,1899,394,21
2025-01-11,C-312 Winter Jacket,6,1899,394,21
2025-01-12,C-312 Winter Jacket,7,1899,394,21
2025-01-13,C-312 Winter Jacket,10,1899,394,21
2025-01-14,C-312 Winter Jacket,9,1899,394,21
2025-01-15,C-312 Winter Jacket,9,1899,394,21
2025-01-16,C-312 Winter Jacket,9,1899,394,21
2025-01-17,C-312 Winter Jacket,9,1899,394,21
2025-01-18,C-312 Winter Jacket,6,1899,394,21
2025-01-19,C-312 Winter Jacket,9,1899,394,21
2025-01-20,C-312 Winter Jacket,10,1899,394,21
2025-01-21,C-312 Winter Jacket,10,1899,394,21
2025-01-22,C-312 Winter Jacket,10,1899,394,21
2025-01-23,C-312 Winter Jacket,9,1899,394,21
2025-01-24,C-312 Winter Jacket,10,1899,394,21
2025-01-25,C-312 Winter Jacket,9,1899,394,21
2025-01-26,C-312 Winter Jacket,12,1899,394,21
2025-01-27,C-312 Winter Jacket,14,1899,394,21
2025-01-28,C-312 Winter Jacket,13,1899,394,21
2025-01-29,C-312 Winter Jacket,14,1899,394,21
2025-01-30,C-312 Winter Jacket,15,1899,394,21
2025-01-31,C-312 Winter Jacket,12,1899,394,21
2025-02-01,C-312 Winter Jacket,11,1899,394,21
2025-02-02,C-312 Winter Jacket,14,1899,394,21
2025-02-03,C-312 Winter Jacket,14,1899,394,21
2025-02-04,C-312 Winter Jacket,17,1899,394,21
2025-02-05,C-312 Winter Jacket,18,1899,394,21
2025-02-06,C-312 Winter Jacket,13,1899,394,21
2025-02-07,C-312 Winter Jacket,13,1899,394,21
2025-02-08,C-312 Winter Jacket,16,1899,394,21
2025-02-09,C-312 Winter Jacket,16,1899,394,21
2025-02-10,C-312 Winter Jacket,19,1899,394,21
2025-02-11,C-312 Winter Jacket,17,1899,394,21
2025-02-12,C-312 Winter Jacket,17,1899,394,21
2025-02-13,C-312 Winter Jacket,16,1899,394,21
2025-02-14,C-312 Winter Jacket,20,1899,394,21
2025-02-15,C-312 Winter Jacket,16,1899,394,21
2025-02-16,C-312 Winter Jacket,18,1899,394,21
2025-02-17,C-312 Winter Jacket,21,1899,394,21
2025-02-18,C-312 Winter Jacket,23,1899,394,21
